Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Month,MonthName,Quarter,Weekday,YearMonth,Week,Direct_Op_Cost,Service_Cost,Indirect_Cost,Revenue_per_Pax,Cost_per_Pax,Profit_per_Pax,ASK,RASK,CASK,Is_Profitable
EK3159,2024-04-12,DXB,CAI,DXB-CAI,Airbus A350-900,325,263,0.8109,3.5,Shoulder,Short Haul,Medium,57005.55,7728.3,64733.86,22883.61,8400.0,4550.0,12250.0,2275.0,2632.46,3999.85,2322.67,2288.52,9597.85,7174.37,19693.27,2044.36,3655.39,103767.33,-39033.47,-60.3,4,Apr,2,Friday,2024-04,15,50358.61,11243.5,42165.240000000005,246.13634980988593,394.5525855513308,-148.41623574144486,1137.5,56.90888791208791,91.22402637362637,False
EK4137,2024-05-24,DXB,SIN,DXB-SIN,Airbus A380,517,434,0.8407,7.5,Normal,Long Haul,High,402724.89,41444.36,444169.26,94874.59,37500.0,15000.0,45000.0,7500.0,4396.23,13254.78,5893.3,4668.21,69826.1,8875.3,65703.81,14605.41,4939.13,392036.86,52132.4,11.74,5,May,2,Friday,2024-05,21,199874.59,28212.52,163949.75000000003,1023.4314746543779,903.3107373271889,120.12073732718895,3877.5,114.55042166344295,101.10557317859445,True
EK8775,2024-12-24,DXB,SIN,DXB-SIN,Boeing 787-9,296,270,0.9131,7.5,Peak,Long Haul,High,497997.74,62278.13,560275.87,44034.01,16500.0,9000.0,24000.0,4500.0,7643.45,4757.27,4687.75,3235.35,81232.61,5822.28,37040.64,16923.15,3940.5,263317.0,296958.87,53.0,12,Dec,4,Tuesday,2024-12,52,98034.01000000001,20323.82,144959.18,2075.0958148148147,975.2481481481482,1099.8476666666666,2220.0,252.376518018018,118.61126126126126,True
EK4967,2024-06-27,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,249,0.63,14.5,Low,Long Haul,Medium,363626.39,47201.4,410827.79,119083.87,50750.0,21750.0,65250.0,11600.0,2986.94,3539.8699999999953,5045.44,10006.73,66734.02,6854.01,80535.34,23206.63,2467.39,469810.24,-58982.45,-14.36,6,Jun,2,Thursday,2024-06,26,268433.87,21578.979999999996,179797.39,1649.9108032128513,1886.7881124497992,-236.87730923694778,5742.0,71.54785614768373,81.81996516893068,False
EK2428,2024-03-26,DXB,BAH,DXB-BAH,Airbus A320,180,153,0.854,1.3,Shoulder,Short Haul,High,39204.23,4287.55,43491.78,2862.29,1495.0,1014.0,2210.0,364.0,4999.03,2322.48,5285.45,643.7,7309.65,3018.07,5464.07,2210.72,1985.41,41183.87,2307.91,5.31,3,Mar,1,Tuesday,2024-03,13,7945.29,13250.66,19987.92,284.26,269.1756209150327,15.084379084967319,234.0,185.8623076923077,175.99944444444446,True
EK6661,2024-09-01,DXB,MAA,DXB-MAA,Boeing 787-9,296,211,0.7137,4.5,Normal,Medium Haul,Medium,112946.47,15127.34,128073.81,24508.52,9900.0,5400.0,14400.0,2700.0,4392.72,5410.8,3810.05,2267.62,19525.4,4323.09,19143.19,7084.92,3053.16,125919.47,2154.34,1.68,9,Sep,3,Sunday,2024-09,35,56908.520000000004,15881.189999999999,53129.759999999995,606.9848815165876,596.7747393364929,10.210142180094788,1332.0,96.151509009009,94.53413663663663,True
EK3520,2024-04-27,DXB,BKK,DXB-BKK,Boeing 777-300ER,396,302,0.7633,6.5,Shoulder,Long Haul,Medium,422194.6,42496.24,464690.84,52921.06,22750.0,9750.0,29250.0,5200.0,2760.51,7353.09,2334.63,4349.01,63658.24,7379.84,34908.9,26893.04,3894.31,273402.62,191288.22,41.16,4,Apr,2,Saturday,2024-04,17,119871.06,16797.239999999998,136734.33000000002,1538.711390728477,905.3066887417218,633.404701986755,2574.0,180.53257187257188,106.21702408702409,True
EK6943,2024-09-11,DXB,SFO,DXB-SFO,Airbus A350-900,325,237,0.7299,16.5,Normal,Long Haul,Medium,343440.75,47670.32,391111.07,105682.89,39600.0,21450.0,57750.0,10725.0,2943.82,7658.36,3889.6,9883.8,61711.03,4506.44,65273.86,18013.96,2930.05,412018.81,-20907.73,-5.35,9,Sep,3,Wednesday,2024-09,37,235207.89,24375.58,152435.34,1650.2576793248945,1738.4759915611814,-88.21827004219409,5362.5,72.93446526806527,76.83334452214453,False
EK6771,2024-09-14,DXB,MEL,DXB-MEL,Airbus A350-900,325,262,0.8079,13.5,Normal,Long Haul,Medium,399044.22,56396.61,455440.83,85474.86,32400.0,17550.0,47250.0,8775.0,2846.75,4340.07,2068.57,7296.38,70298.94,5357.15,67212.38,21747.46,2725.63,375343.18,80097.64,17.59,9,Sep,3,Saturday,2024-09,37,191449.86,16551.77,167341.56,1738.3237786259542,1432.6075572519085,305.71618320610685,4387.5,103.80417777777778,85.54830313390313,True
EK6897,2024-09-12,DXB,FRA,DXB-FRA,Airbus A380,517,468,0.907,6.5,Normal,Long Haul,High,1034659.01,138664.15,1173323.16,73514.56,32500.0,13000.0,39000.0,6500.0,11421.41,16085.45,2787.78,5120.24,169868.92,10542.87,61592.99,60563.85,4471.39,506969.46,666353.71,56.79,9,Sep,3,Thursday,2024-09,37,164514.56,35414.88,307040.02,2507.100769230769,1083.268076923077,1423.8327136752137,3360.5,349.15136438030055,150.8613182562119,True
EK1448,2024-01-05,DXB,SYD,DXB-SYD,Airbus A380,517,461,0.8925,14.5,Peak,Long Haul,High,889923.17,125363.88,1015287.06,163313.88,72500.0,29000.0,87000.0,14500.0,8674.62,6577.85,5767.27,10213.73,159542.84,8999.71,115200.71,46710.03,4183.9,732184.54,283102.51,27.88,1,Jan,1,Friday,2024-01,1,366313.88,31233.47,334637.19000000006,2202.3580477223427,1588.2527982646423,614.1052277657267,7496.5,135.43481091175883,97.67018475288468,True
EK7526,2024-10-10,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,299,0.7558,7.5,Shoulder,Long Haul,Medium,379238.48,56747.14,435985.62,59987.69,26250.0,11250.0,33750.0,6000.0,3324.84,3731.33,5975.59,3393.47,69819.17,7959.06,52466.22,19498.86,3506.23,306912.45,129073.17,29.6,10,Oct,4,Thursday,2024-10,41,137237.69,16425.23,153249.54,1458.1458862876254,1026.463043478261,431.68284280936456,2970.0,146.79650505050506,103.33752525252525,True
EK2284,2024-02-27,DXB,LAX,DXB-LAX,Airbus A350-900,325,248,0.7638,16.0,Peak,Long Haul,Medium,333921.61,48807.93,382729.54,96205.95,38400.0,20800.0,56000.0,10400.0,4292.34,5305.3,3947.44,9034.3,45928.92,6400.44,76090.82,19188.7,3474.35,395468.56,-12739.03,-3.33,2,Feb,1,Tuesday,2024-02,9,221805.95,22579.379999999997,151083.23,1543.2642741935483,1594.6312903225805,-51.3670564516129,5200.0,73.60183461538462,76.05164615384615,False
EK4727,2024-06-08,DXB,JFK,DXB-JFK,Boeing 777-300ER,396,303,0.7668,14.0,Low,Long Haul,High,514515.29,51794.48,566309.78,113446.68,49000.0,21000.0,63000.0,11200.0,7049.88,5173.23,3399.74,9847.91,77589.31,6163.16,94480.08,33552.49,2684.91,497587.39,68722.39,12.14,6,Jun,2,Saturday,2024-06,23,257646.68,25470.760000000002,214469.94999999998,1869.009174917492,1642.2026072607262,226.80656765676568,5544.0,102.14822871572872,89.75241522366522,True
EK1361,2024-01-25,DXB,KHI,DXB-KHI,Airbus A320,180,137,0.764,2.5,Peak,Medium Haul,Medium,114837.6,14988.61,129826.21,5576.23,2875.0,1950.0,4250.0,700.0,3211.81,3672.86,5550.32,1345.25,20442.64,3325.38,8175.11,7056.69,1718.16,69849.46,59976.75,46.2,1,Jan,1,Thursday,2024-01,4,15351.23,13780.24,40717.98,947.6365693430657,509.8500729927008,437.786496350365,450.0,288.5026888888889,155.22102222222225,True
EK7424,2024-10-28,DXB,SYD,DXB-SYD,Airbus A380,517,433,0.8394,14.5,Shoulder,Long Haul,High,460311.75,56589.0,516900.75,191047.78,72500.0,29000.0,87000.0,14500.0,11305.25,11187.08,2688.92,9060.63,72360.41,8755.48,127635.97,26291.41,4536.67,667869.6,-150968.85,-29.21,10,Oct,4,Monday,2024-10,44,394047.78,34241.88,239579.94,1193.7661662817552,1542.4240184757505,-348.6578521939954,7496.5,68.95227772960715,89.09085573267525,False
EK7356,2024-10-07,DXB,CMB,DXB-CMB,Boeing 787-9,296,221,0.7476,4.5,Shoulder,Medium Haul,Medium,118801.15,15712.22,134513.37,24774.19,9900.0,5400.0,14400.0,2700.0,3142.53,4560.02,4659.63,2355.9,21344.29,5290.06,24062.0,5190.7,2024.43,129803.75,4709.62,3.5,10,Oct,4,Monday,2024-10,41,57174.19,14718.08,57911.48,608.6577828054299,587.3472850678733,21.31049773755656,1332.0,100.98601351351351,97.45026276276276,True
EK3460,2024-04-09,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,339,0.8579,7.5,Shoulder,Long Haul,High,717986.95,97693.35,815680.3,63473.01,26250.0,11250.0,33750.0,6000.0,6663.43,9932.19,3957.83,4732.26,98435.05,5730.58,50748.6,34843.26,3093.64,358859.86,456820.44,56.0,4,Apr,2,Tuesday,2024-04,15,140723.01,25285.710000000006,192851.13000000003,2406.1365781710915,1058.583657817109,1347.5529203539822,2970.0,274.63983164983165,120.82823569023569,True
EK1022,2024-01-30,DXB,DOH,DXB-DOH,Airbus A320,180,164,0.9122,1.5,Peak,Short Haul,High,44946.05,4767.33,49713.38,3336.0,1725.0,1170.0,2550.0,420.0,3393.93,3971.43,4235.7,1089.0,6912.04,4317.92,6121.16,2821.76,1801.9,43865.85,5847.54,11.76,1,Jan,1,Tuesday,2024-01,5,9201.0,12690.06,21974.78,303.13036585365853,267.4746951219512,35.655731707317074,270.0,184.12362962962962,162.4661111111111,True
EK3066,2024-04-17,DXB,KWI,DXB-KWI,Airbus A320,180,144,0.8052,2.0,Shoulder,Short Haul,High,43550.75,4451.54,48002.29,5177.52,2300.0,1560.0,3400.0,560.0,4345.78,2293.33,5569.26,1215.51,5880.28,4013.11,7665.25,1709.62,1892.55,47582.21,420.08,0.88,4,Apr,2,Wednesday,2024-04,16,12997.52,13423.88,21160.809999999998,333.3492361111111,330.4320138888889,2.917222222222222,360.0,133.33969444444443,132.17280555555556,True
EK2653,2024-03-21,DXB,HYD,DXB-HYD,Boeing 787-9,296,221,0.7493,4.2,Shoulder,Medium Haul,Medium,156581.08,22842.79,179423.88,21385.93,9240.0,5040.0,13440.0,2520.0,3502.4,4200.04,4825.69,2549.9,21786.39,3604.21,16330.68,10617.49,1864.97,120907.69,58516.19,32.61,3,Mar,1,Thursday,2024-03,12,51625.93,15078.03,54203.74,811.8727601809954,547.0936199095023,264.77914027149325,1243.2,144.3242277992278,97.2552203989704,True
EK1702,2024-02-17,DXB,MCT,DXB-MCT,Boeing 737-800,189,159,0.8459,1.2,Peak,Short Haul,High,42992.79,5148.42,48141.22,3024.88,1440.0,960.0,2160.0,360.0,3211.7,3828.11,5848.42,824.81,8501.6,3229.14,6469.76,2526.47,2108.57,44493.44,3647.77,7.58,2,Feb,1,Saturday,2024-02,7,7944.88,13713.039999999999,22835.54,302.77496855345913,279.8329559748428,22.941949685534592,226.79999999999998,212.26287477954148,196.17918871252206,True
EK6773,2024-09-18,DXB,MEL,DXB-MEL,Airbus A350-900,325,242,0.7476,13.5,Normal,Long Haul,Medium,292109.9,34688.64,326798.54,80152.02,32400.0,17550.0,47250.0,8775.0,3588.85,7265.31,3148.5299999999697,6850.71,54854.13,7047.9,60827.1,12185.21,2843.33,344738.09,-17939.55,-5.49,9,Sep,3,Wednesday,2024-09,38,186127.02000000002,20853.39999999997,137757.66999999998,1350.4071900826445,1424.5375619834713,-74.13037190082645,4387.5,74.48399772079772,78.57278404558406,False
EK3743,2024-05-10,DXB,BAH,DXB-BAH,Airbus A320,180,144,0.8026,1.3,Normal,Short Haul,High,25574.6,3145.74,28720.33,3263.39,1495.0,1014.0,2210.0,364.0,2647.98,2503.77,4787.02,695.4,4126.52,3881.88,6154.99,1228.34,1942.62,36314.9,-7594.56,-26.44,5,May,2,Friday,2024-05,19,8346.39,10634.17,17334.35,199.44673611111114,252.18680555555557,-52.74,234.0,122.73645299145299,155.19188034188033,False
EK2376,2024-03-16,DXB,MCT,DXB-MCT,Airbus A320,180,145,0.8085,1.2,Shoulder,Short Haul,High,23600.41,2768.45,26368.86,2782.82,1380.0,936.0,2040.0,336.0,4373.02,2541.16,3878.9,576.03,3918.65,3903.26,4600.64,1090.51,1857.83,34214.81,-7845.94,-29.75,3,Mar,1,Saturday,2024-03,11,7474.82,11369.11,15370.89,181.85420689655172,235.9642068965517,-54.109931034482756,216.0,122.07805555555557,158.40189814814815,False
EK7482,2024-10-06,DXB,HKG,DXB-HKG,Airbus A380,517,427,0.826,8.5,Shoulder,Long Haul,High,904646.25,96325.56,1000971.81,101353.16,42500.0,17000.0,51000.0,8500.0,4448.08,10256.98,5044.63,4577.65,159470.92,6417.42,77573.99,32518.69,5893.86,526555.37,474416.44,47.4,10,Oct,4,Sunday,2024-10,40,220353.16,24327.339999999997,281874.88,2344.1962763466045,1233.1507494145199,1111.0455269320844,4394.5,227.77831607691434,119.82145181476847,True
EK3468,2024-04-15,DXB,SIN,DXB-SIN,Airbus A380,517,455,0.8816,7.5,Shoulder,Long Haul,High,552546.84,78398.76,630945.6,92102.41,37500.0,15000.0,45000.0,7500.0,5403.48,11123.48,3854.79,4301.76,113479.13,7877.83,68782.98,29047.59,6500.96,447474.41,183471.19,29.08,4,Apr,2,Monday,2024-04,16,197102.41,24683.510000000002,225688.49,1386.6936263736263,983.4602417582418,403.23338461538464,3877.5,162.7196905222437,115.4028136686009,True
EK4754,2024-06-07,DXB,SYD,DXB-SYD,Boeing 787-9,296,223,0.7561,14.5,Low,Long Haul,High,317195.0,31728.82,348923.82,79381.13,31900.0,17400.0,46400.0,8700.0,9767.93,6613.67,4076.32,9527.33,62130.28,5436.81,53591.65,11138.02,2548.11,348611.25,312.57,0.09,6,Jun,2,Friday,2024-06,23,183781.13,29985.25,134844.86999999997,1564.6808071748878,1563.2791479820628,1.401659192825112,4292.0,81.29632339235788,81.22349720410065,True
EK3325,2024-04-19,DXB,MAA,DXB-MAA,Boeing 787-9,296,218,0.7373,4.5,Shoulder,Medium Haul,Medium,183090.79,25479.53,208570.32,26624.79,9900.0,5400.0,14400.0,2700.0,2674.21,5529.44,3704.38,3290.29,34058.07,6374.35,24474.47,8282.58,1971.28,149383.88,59186.44,28.38,4,Apr,2,Friday,2024-04,16,59024.79,15198.32,75160.75,956.7445871559634,685.2471559633028,271.49743119266054,1332.0,156.58432432432434,112.15006006006007,True
EK1460,2024-01-16,DXB,MEL,DXB-MEL,Boeing 777-300ER,396,320,0.8105,13.5,Peak,Long Haul,Medium,512029.17,53343.65,565372.83,119682.44,47250.0,20250.0,60750.0,10800.0,3580.84,9555.72,5245.17,6497.71,75285.07,5218.8,79302.02,31388.29,3371.77,478177.82,87195.0,15.42,1,Jan,1,Tuesday,2024-01,3,258732.44,24879.44,194565.95,1766.7900937499999,1494.3056875,272.484375,5346.0,105.75623456790123,89.44590722035167,True
EK5183,2024-07-31,DXB,BOM,DXB-BOM,Boeing 787-9,296,227,0.768,3.2,Low,Medium Haul,High,103513.85,13831.89,117345.75,17893.75,7040.0,3840.0,10240.0,1920.0,4098.59,3521.13,2855.0,2136.63,14840.89,4353.84,17178.29,4732.41,3253.16,97903.7,19442.05,16.57,7,Jul,3,Wednesday,2024-07,31,40933.75,12611.350000000002,44358.59000000001,516.9416299559472,431.29383259911896,85.64779735682819,947.2,123.8869826858108,103.3611697635135,True
EK5082,2024-07-01,DXB,BAH,DXB-BAH,Boeing 737-800,189,154,0.8193,1.3,Low,Short Haul,High,24110.85,3125.31,27236.16,3118.22,1560.0,1040.0,2340.0,390.0,2824.66,4722.4,2525.49,639.0,4707.26,4039.12,4774.6,1013.28,1872.88,35566.91,-8330.75,-30.59,7,Jul,3,Monday,2024-07,27,8448.22,10711.55,16407.140000000003,176.8581818181818,230.95396103896107,-54.09577922077922,245.70000000000002,110.85128205128204,144.75746845746846,False
EK2486,2024-03-07,DXB,CAI,DXB-CAI,Airbus A350-900,325,247,0.7603,3.5,Shoulder,Short Haul,Medium,39587.64,4185.06,43772.7,21319.65,8400.0,4550.0,12250.0,2275.0,3262.49,3099.92,2859.08,1729.29,6069.03,6898.46,19019.35,1964.01,2945.61,96641.91,-52869.21,-120.78,3,Mar,1,Thursday,2024-03,10,48794.65,10950.779999999999,36896.46,177.21740890688258,391.2627935222672,-214.04538461538462,1137.5,38.4814945054945,84.95992087912089,False
EK4678,2024-06-28,DXB,LHE,DXB-LHE,Boeing 787-9,296,207,0.7018,3.5,Low,Medium Haul,Medium,100523.53,10368.56,110892.09,18712.39,7700.0,4200.0,11200.0,2100.0,4380.28,6854.49,3801.37,1411.83,18830.36,4265.5,19136.43,4312.02,2984.97,109889.63,1002.46,0.9,6,Jun,2,Friday,2024-06,26,43912.39,16447.97,49529.28,535.7105797101449,530.8677777777777,4.84280193236715,1036.0,107.03869691119691,106.07107142857143,True
EK1282,2024-01-13,DXB,LHR,DXB-LHR,Boeing 787-9,296,281,0.95,7.0,Peak,Medium Haul,High,214840.17,31540.49,246380.66,39568.61,15400.0,8400.0,22400.0,4200.0,11536.17,5158.27,3707.93,3253.5,42920.37,7460.05,31162.19,7938.36,3776.57,206882.02,39498.64,16.03,1,Jan,1,Saturday,2024-01,2,89968.61,23655.870000000003,93257.54000000001,876.7995017793594,736.234946619217,140.56455516014233,2072.0,118.90958494208495,99.84653474903475,True
EK5558,2024-07-25,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,285,0.7213,7.5,Low,Long Haul,High,258563.17,26799.52,285362.69,57396.64,26250.0,11250.0,33750.0,6000.0,6102.89,6087.31,2023.4,3275.98,44379.03,5921.74,44539.25,13122.97,2836.17,262935.37,22427.32,7.86,7,Jul,3,Thursday,2024-07,30,134646.64,17489.58,110799.15999999999,1001.2725964912281,922.5802456140351,78.69235087719298,2970.0,96.0817138047138,88.5304276094276,True
EK5308,2024-07-31,DXB,MAA,DXB-MAA,Boeing 787-9,296,198,0.6715,4.5,Low,Medium Haul,Medium,79172.13,8758.49,87930.62,26612.97,9900.0,5400.0,14400.0,2700.0,2182.44,5240.06,2843.23,3196.68,14083.09,5110.55,21991.45,3672.3,2356.45,119689.22,-31758.6,-36.12,7,Jul,3,Wednesday,2024-07,31,59012.97,13462.41,47213.84,444.09404040404036,604.4910101010101,-160.39696969696968,1332.0,66.01397897897897,89.85677177177178,False
EK5865,2024-08-06,DXB,DEL,DXB-DEL,Airbus A350-900,325,256,0.7899,3.5,Low,Medium Haul,High,123653.46,15631.12999999999,139284.59,22699.6,8400.0,4550.0,12250.0,2275.0,6581.6,7643.78,4039.41,1652.21,24038.83,6994.3,21842.27,6286.89,3354.31,132608.22,6676.37,4.79,8,Aug,3,Tuesday,2024-08,32,50174.6,19917.0,62516.6,544.0804296875,518.000859375,26.0795703125,1137.5,122.44799120879121,116.57865494505495,True
EK4537,2024-06-11,DXB,DEL,DXB-DEL,Airbus A350-900,325,263,0.8112,3.5,Low,Medium Haul,High,182692.83,19948.63,202641.46,20500.34,8400.0,4550.0,12250.0,2275.0,6796.35,3492.18,3248.2,2215.8,28458.36,4239.44,15625.75,8483.94,2332.84,122868.2,79773.26,39.37,6,Jun,2,Tuesday,2024-06,24,47975.34,15752.529999999999,59140.33,770.4998479087452,467.17946768060835,303.32038022813686,1137.5,178.14633846153845,108.01599999999999,True
EK6607,2024-09-29,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,317,0.801,7.0,Normal,Medium Haul,High,187319.97,19782.32,207102.29,61425.73,24500.0,10500.0,31500.0,5600.0,7844.14,8563.99,4619.43,4485.3,26386.42,8232.37,43329.61,12235.02,4555.67,253777.68,-46675.39,-22.54,9,Sep,3,Sunday,2024-09,39,133525.73,25512.86,94739.09,653.3195268138802,800.5605047318612,-147.24097791798107,2772.0,74.71222582972584,91.5503896103896,False
EK3581,2024-04-20,DXB,FRA,DXB-FRA,Boeing 777-300ER,396,331,0.8367,6.5,Shoulder,Long Haul,High,596833.5,72654.61,669488.11,59552.97,22750.0,9750.0,29250.0,5200.0,7416.72,9658.83,4191.93,4533.45,101952.13,5348.09,43190.75,35390.2,4044.03,342229.1,327259.01,48.88,4,Apr,2,Saturday,2024-04,16,126502.97,25800.93,189925.19999999998,2022.6226888217523,1033.9247734138971,988.697915407855,2574.0,260.0963908313908,132.95613830613829,True
EK2368,2024-03-16,DXB,MCT,DXB-MCT,Boeing 737-800,189,176,0.9333,1.2,Shoulder,Short Haul,High,60047.02,8194.09,68241.12,2886.04,1440.0,960.0,2160.0,360.0,4882.99,5883.12,5896.43,812.16,10713.05,4948.64,6386.48,3804.42,1794.92,52928.25,15312.86,22.44,3,Mar,1,Saturday,2024-03,11,7806.04,17474.7,27647.509999999995,387.7336363636363,300.7286931818182,87.00488636363637,226.79999999999998,300.8867724867725,233.36970899470901,True
EK8211,2024-11-12,DXB,CDG,DXB-CDG,Boeing 787-9,296,274,0.9273,7.5,Shoulder,Long Haul,High,388474.14,44719.3,433193.44,44113.1,16500.0,9000.0,24000.0,4500.0,10950.76,8759.67,2713.31,5938.51,61799.66,4828.53,34673.19,17764.34,3273.72,248814.78,184378.66,42.56,11,Nov,4,Tuesday,2024-11,46,98113.1,28362.25,122339.44,1580.9979562043795,908.0831386861314,672.9148175182482,2220.0,195.13218018018017,112.07872972972973,True
EK8723,2024-12-03,DXB,JFK,DXB-JFK,Boeing 787-9,296,273,0.9233,14.0,Peak,Long Haul,High,429892.78,56403.08,486295.86,83022.18,30800.0,16800.0,44800.0,8400.0,7122.84,7428.65,4135.7,8433.82,66615.86,4219.44,51160.93,20440.8,2914.29,356294.51,130001.35,26.73,12,Dec,4,Tuesday,2024-12,49,183822.18,27121.01,145351.32,1781.3035164835164,1305.1080952380953,476.19542124542124,4144.0,117.34938706563706,85.97840492277993,True
EK1597,2024-01-27,DXB,FRA,DXB-FRA,Boeing 777-300ER,396,374,0.9448,6.5,Peak,Long Haul,High,584686.14,77483.88,662170.02,50531.93,22750.0,9750.0,29250.0,5200.0,9887.04,7411.04,4110.86,2655.86,106976.99,10211.37,40728.32,31282.33,3008.63,333754.37,328415.65,49.6,1,Jan,1,Saturday,2024-01,4,117481.93,24064.800000000003,192207.64,1770.5080748663102,892.3913636363636,878.1167112299465,2574.0,257.25331002331,129.66370240870242,True
EK5351,2024-07-09,DXB,LHE,DXB-LHE,Airbus A350-900,325,215,0.6628,3.5,Low,Medium Haul,Medium,153967.28,15921.59,169888.86,21294.06,8400.0,4550.0,12250.0,2275.0,4185.39,6103.15,3030.12,2258.73,21564.87,4680.21,17341.52,5198.34,3146.69,116278.08,53610.78,31.56,7,Jul,3,Tuesday,2024-07,28,48769.06,15577.39,51931.630000000005,790.1807441860465,540.8282790697674,249.35246511627906,1137.5,149.35284395604396,102.22248791208791,True
EK7478,2024-10-13,DXB,HKG,DXB-HKG,Boeing 777-300ER,396,326,0.8235,8.5,Shoulder,Long Haul,High,394805.57,48709.91,443515.48,71304.68,29750.0,12750.0,38250.0,6800.0,7785.98,6093.02,2935.6,6303.91,73897.32,6780.63,49597.43,23598.55,3452.35,339299.47,104216.01,23.5,10,Oct,4,Sunday,2024-10,41,158854.68,23118.51,157326.28,1360.4769325153375,1040.7959202453987,319.68101226993866,3366.0,131.76336304218657,100.80198158051098,True
EK5758,2024-08-14,DXB,BAH,DXB-BAH,Boeing 737-800,189,134,0.7141,1.3,Low,Short Haul,High,19577.13,2440.82,22017.95,3150.18,1560.0,1040.0,2340.0,390.0,3980.56,3523.69,2274.72,572.74,3264.48,2752.44,4819.17,880.27,1573.51,32121.76,-10103.81,-45.89,8,Aug,3,Wednesday,2024-08,33,8480.18,10351.71,13289.87,164.31305970149253,239.71462686567162,-75.4015671641791,245.70000000000002,89.61314611314612,130.73569393569392,False
EK8912,2024-12-14,DXB,FRA,DXB-FRA,Airbus A380,517,478,0.9252,6.5,Peak,Long Haul,High,798714.3,86859.97,885574.28,78108.45,32500.0,13000.0,39000.0,6500.0,8372.78,6086.18,3031.98,3077.64,113920.19,8688.92,54304.14,48912.04,4040.07,419542.39,466031.88,52.62,12,Dec,4,Saturday,2024-12,50,169108.45,20568.58,229865.36000000002,1852.6658577405858,877.7037447698746,974.9620920502092,3360.5,263.5245588454099,124.84522838863265,True
EK8510,2024-12-28,DXB,BOM,DXB-BOM,Airbus A350-900,325,308,0.95,3.2,Peak,Medium Haul,High,264906.22,34412.59,299318.82,20178.14,7680.0,4160.0,11200.0,2080.0,4736.77,5594.27,3570.76,1584.05,49405.95,8756.75,16185.22,12323.15,4128.67,151583.72,147735.1,49.36,12,Dec,4,Saturday,2024-12,52,45298.14,15485.85,90799.73999999999,971.8143506493507,492.15493506493505,479.6594155844156,1040.0,287.8065576923077,145.75357692307693,True
EK6200,2024-08-10,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,230,0.581,7.5,Low,Long Haul,Medium,233815.55,29103.7,262919.25,57537.79,26250.0,11250.0,33750.0,6000.0,4186.83,6576.18,2862.57,5175.66,44845.01,6725.24,51801.92,11410.55,2304.92,270676.69,-7757.44,-2.95,8,Aug,3,Saturday,2024-08,32,134787.79,18801.239999999998,117087.64,1143.1271739130434,1176.8551739130435,-33.728,2970.0,88.525,91.13693265993265,False
EK4468,2024-06-18,DXB,CAI,DXB-CAI,Boeing 787-9,296,210,0.7126,3.5,Low,Short Haul,Medium,28498.53,3370.15,31868.68,18433.13,7700.0,4200.0,11200.0,2100.0,4579.17,4420.26,4484.96,2073.95,4005.11,5521.14,19135.89,1759.61,2507.66,92120.88,-60252.2,-189.06,6,Jun,2,Tuesday,2024-06,25,43633.130000000005,15558.34,32929.41,151.75561904761904,438.6708571428572,-286.91523809523807,1036.0,30.76127413127413,88.91976833976834,False
EK6097,2024-08-30,DXB,SYD,DXB-SYD,Airbus A380,517,374,0.7249,14.5,Low,Long Haul,High,504353.7,59195.78,563549.48,165802.87,72500.0,29000.0,87000.0,14500.0,7213.57,8777.94,5732.78,6303.33,67875.38,7073.98,128118.5,17269.15,3948.54,621116.03,-57566.55,-10.21,8,Aug,3,Friday,2024-08,35,368802.87,28027.620000000003,224285.55,1506.8167914438502,1660.7380481283424,-153.921256684492,7496.5,75.17501233909158,82.85413593010071,False
